name,size,obs,boxes
003432.jpg,"[800, 600, 3]","[2, 2]","[[432, 208, 493, 368], [272, 293, 328, 466]]"
003433.jpg,"[600, 800, 3]","[9, 1, 16]","[[29, 266, 290, 790], [234, 26, 523, 632], [384, 499, 544, 728]]"
003434.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 12]","[[242, 155, 392, 600], [346, 205, 554, 600], [523, 290, 664, 600], [648, 237, 800, 600], [550, 221, 613, 310], [469, 291, 498, 349], [27, 270, 90, 314]]"
003435.jpg,"[898, 600, 3]","[1, 1]","[[458, 31, 898, 600], [99, 271, 478, 600]]"
003436.jpg,"[800, 600, 3]","[6, 6, 6, 18, 1, 1]","[[118, 221, 216, 434], [242, 162, 466, 573], [445, 147, 702, 578], [709, 288, 763, 378], [195, 147, 240, 216], [314, 93, 390, 186]]"
003437.jpg,"[800, 600, 3]",[19],"[[384, 202, 717, 458]]"
003438.jpg,"[800, 600, 3]",[16],"[[262, 35, 568, 544]]"
003439.jpg,"[901, 600, 3]","[4, 4]","[[474, 319, 757, 532], [155, 160, 503, 532]]"
003440.jpg,"[600, 901, 3]",[5],"[[142, 166, 600, 901]]"
003441.jpg,"[800, 600, 3]",[11],"[[168, 157, 605, 438]]"
003442.jpg,"[901, 600, 3]","[19, 18, 18]","[[13, 157, 901, 598], [216, 2, 277, 124], [757, 396, 901, 600]]"
003443.jpg,"[800, 600, 3]",[5],"[[94, 154, 366, 373]]"
003444.jpg,"[820, 600, 3]",[19],"[[80, 202, 676, 584]]"
003445.jpg,"[875, 600, 3]","[8, 8]","[[44, 201, 862, 390], [2, 338, 245, 399]]"
003446.jpg,"[802, 600, 3]","[15, 15]","[[382, 260, 462, 555], [279, 241, 359, 507]]"
003447.jpg,"[800, 600, 3]",[5],"[[243, 256, 646, 466]]"
003448.jpg,"[800, 600, 3]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 16, 16]","[[457, 515, 522, 582], [412, 462, 478, 545], [470, 343, 550, 550], [760, 488, 800, 548], [775, 378, 800, 442], [770, 282, 800, 342], [770, 180, 800, 242], [758, 75, 800, 152], [770, 2, 800, 68], [490, 285, 625, 417], [383, 95, 488, 403], [318, 350, 372, 398], [273, 292, 338, 373], [128, 137, 342, 283], [37, 338, 85, 408], [2, 385, 32, 430], [2, 332, 43, 407], [7, 228, 212, 503], [295, 208, 468, 473]]"
003449.jpg,"[800, 600, 3]","[20, 15, 15, 20]","[[5, 32, 194, 499], [304, 386, 453, 470], [171, 392, 272, 477], [603, 3, 800, 142]]"
003450.jpg,"[773, 600, 3]","[1, 1, 1, 19, 18]","[[283, 193, 411, 547], [368, 206, 551, 427], [209, 260, 363, 441], [34, 206, 654, 572], [557, 90, 742, 302]]"
003451.jpg,"[901, 600, 3]","[19, 16, 20, 15]","[[423, 277, 735, 405], [382, 301, 468, 443], [703, 364, 840, 499], [13, 391, 45, 468]]"
003452.jpg,"[600, 901, 3]","[17, 16, 16, 16, 16, 16, 16]","[[155, 541, 463, 849], [312, 591, 586, 901], [110, 508, 162, 746], [126, 542, 333, 856], [196, 481, 270, 551], [384, 494, 445, 577], [474, 517, 560, 609]]"
003453.jpg,"[800, 600, 3]","[1, 19]","[[171, 171, 674, 451], [120, 139, 797, 578]]"
003454.jpg,"[800, 600, 3]",[1],"[[307, 142, 608, 531]]"
003455.jpg,"[901, 600, 3]","[8, 1]","[[2, 72, 814, 600], [378, 189, 429, 243]]"
003456.jpg,"[852, 600, 3]",[12],"[[3, 9, 852, 574]]"
003457.jpg,"[600, 800, 3]",[14],"[[2, 174, 600, 773]]"
003458.jpg,"[600, 915, 3]","[2, 2]","[[220, 221, 596, 867], [31, 295, 410, 902]]"
003459.jpg,"[800, 600, 3]","[16, 16, 16, 16, 16, 17, 1, 1, 1, 1, 1, 1, 1, 15]","[[562, 499, 800, 600], [619, 331, 800, 536], [597, 261, 646, 322], [203, 237, 330, 323], [62, 182, 99, 208], [182, 298, 629, 600], [624, 182, 790, 510], [507, 226, 619, 387], [2, 256, 224, 600], [2, 206, 75, 381], [110, 171, 200, 306], [211, 160, 282, 262], [211, 107, 256, 222], [482, 326, 525, 454]]"
003460.jpg,"[800, 600, 3]",[12],"[[168, 206, 800, 462]]"
003461.jpg,"[901, 600, 3]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 16, 12]","[[14, 373, 324, 495], [2, 497, 294, 600], [371, 373, 512, 600], [508, 369, 697, 600], [735, 288, 888, 578], [712, 32, 858, 294], [562, 83, 701, 366], [568, 2, 674, 83], [427, 2, 551, 222], [144, 2, 404, 114], [115, 47, 416, 247], [223, 456, 283, 537], [18, 77, 128, 223]]"
003462.jpg,"[800, 600, 3]","[5, 5, 1, 1, 18]","[[214, 299, 506, 600], [314, 66, 539, 387], [208, 2, 419, 307], [490, 3, 738, 162], [744, 80, 800, 442]]"
003463.jpg,"[600, 800, 3]",[20],"[[3, 3, 600, 800]]"
003464.jpg,"[917, 600, 3]",[14],"[[2, 154, 817, 528]]"
003465.jpg,"[800, 600, 3]",[1],"[[211, 294, 462, 512]]"
003466.jpg,"[800, 600, 3]","[1, 17, 18]","[[283, 24, 712, 453], [5, 346, 800, 600], [2, 160, 69, 278]]"
003467.jpg,"[901, 600, 3]",[2],"[[2, 148, 813, 600]]"
003468.jpg,"[800, 600, 3]","[1, 9]","[[565, 323, 621, 530], [554, 413, 614, 563]]"
003469.jpg,"[800, 600, 3]","[9, 1, 1]","[[222, 232, 579, 595], [109, 42, 296, 573], [338, 2, 739, 493]]"
003470.jpg,"[600, 901, 3]","[13, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[198, 168, 600, 901], [119, 4, 532, 832], [31, 85, 155, 357], [86, 65, 142, 229], [142, 56, 189, 214], [164, 88, 193, 151], [159, 94, 231, 209], [4, 148, 32, 350], [490, 43, 546, 157], [539, 115, 580, 186]]"
003471.jpg,"[901, 600, 3]","[7, 7, 7, 7, 7, 7, 7, 7, 7]","[[265, 97, 423, 256], [555, 86, 843, 243], [436, 139, 901, 600], [177, 243, 620, 600], [22, 177, 400, 285], [2, 236, 407, 596], [105, 123, 250, 184], [5, 137, 148, 209], [387, 94, 759, 254]]"
003472.jpg,"[800, 600, 3]",[5],"[[587, 262, 789, 454]]"
003473.jpg,"[901, 600, 3]","[1, 6]","[[204, 231, 384, 524], [175, 124, 805, 519]]"
003474.jpg,"[817, 600, 3]",[14],"[[49, 69, 817, 600]]"
003475.jpg,"[904, 600, 3]","[11, 1, 1, 1]","[[143, 101, 851, 459], [488, 291, 571, 515], [401, 298, 472, 414], [2, 419, 96, 600]]"
003476.jpg,"[800, 600, 3]","[12, 12]","[[2, 539, 419, 600], [630, 566, 800, 600]]"
003477.jpg,"[800, 600, 3]",[16],"[[157, 184, 414, 562]]"
003478.jpg,"[901, 600, 3]",[8],"[[760, 25, 852, 128]]"
003479.jpg,"[901, 600, 3]","[5, 5, 1, 1]","[[151, 52, 726, 600], [2, 2, 200, 306], [186, 4, 387, 211], [665, 2, 901, 598]]"
003480.jpg,"[800, 600, 3]",[3],"[[2, 21, 798, 600]]"
003481.jpg,"[800, 600, 3]","[12, 12, 12, 12]","[[690, 334, 755, 368], [496, 395, 557, 437], [451, 419, 525, 475], [387, 456, 477, 522]]"
003482.jpg,"[800, 600, 3]","[9, 1, 1, 1]","[[234, 229, 619, 600], [314, 42, 507, 539], [234, 2, 576, 475], [2, 110, 128, 248]]"
003483.jpg,"[901, 600, 3]","[1, 1, 1, 12]","[[375, 187, 658, 595], [56, 326, 142, 409], [2, 317, 32, 423], [2, 308, 899, 600]]"
003484.jpg,"[901, 600, 3]","[1, 1, 1, 1, 12]","[[843, 63, 888, 141], [836, 52, 901, 286], [811, 77, 856, 168], [730, 54, 780, 216], [88, 117, 885, 582]]"
003485.jpg,"[800, 600, 3]","[17, 1, 1]","[[13, 462, 798, 597], [114, 160, 414, 522], [378, 163, 698, 506]]"
003486.jpg,"[600, 901, 3]","[12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[14, 187, 368, 326], [9, 184, 600, 868], [2, 142, 77, 326], [362, 148, 420, 232], [308, 151, 341, 238], [47, 160, 88, 200], [182, 160, 227, 240], [270, 168, 314, 223], [472, 160, 512, 200], [578, 168, 600, 200], [517, 155, 564, 196]]"
003487.jpg,"[800, 600, 3]","[1, 1, 1, 20]","[[427, 386, 608, 600], [80, 258, 666, 598], [3, 230, 112, 600], [518, 50, 614, 142]]"
003488.jpg,"[898, 600, 3]","[18, 18, 18, 18, 18, 18, 15]","[[2, 489, 31, 584], [75, 417, 165, 512], [174, 361, 248, 444], [257, 275, 370, 375], [408, 216, 481, 311], [492, 138, 595, 244], [54, 422, 83, 514]]"
003489.jpg,"[800, 600, 3]",[5],"[[448, 51, 730, 411]]"
003490.jpg,"[901, 600, 3]","[5, 5, 16]","[[128, 178, 409, 600], [425, 425, 645, 600], [14, 2, 175, 110]]"
003491.jpg,"[800, 600, 3]",[5],"[[50, 24, 670, 555]]"
003492.jpg,"[820, 600, 3]","[6, 1, 1]","[[164, 3, 820, 600], [220, 138, 751, 600], [64, 157, 234, 600]]"
003493.jpg,"[806, 600, 3]",[8],"[[221, 192, 710, 377]]"
003494.jpg,"[800, 600, 3]","[8, 1, 1]","[[2, 35, 800, 416], [93, 330, 189, 600], [667, 330, 800, 600]]"
003495.jpg,"[600, 800, 3]",[13],"[[267, 379, 344, 467]]"
003496.jpg,"[901, 600, 3]","[15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[692, 359, 748, 485], [807, 124, 901, 431], [423, 110, 787, 600], [2, 9, 840, 600], [2, 61, 189, 279], [780, 164, 825, 263], [620, 211, 703, 375], [659, 180, 726, 243], [155, 162, 211, 236], [441, 191, 483, 263], [477, 249, 517, 283], [371, 193, 486, 297]]"
003497.jpg,"[896, 600, 3]","[14, 14]","[[45, 181, 639, 455], [724, 251, 896, 306]]"
003498.jpg,"[800, 600, 3]",[10],"[[5, 294, 800, 507]]"
003499.jpg,"[800, 600, 3]",[14],"[[171, 42, 794, 518]]"
003500.jpg,"[800, 600, 3]",[3],"[[2, 130, 597, 589]]"
003501.jpg,"[817, 600, 3]","[12, 1, 1]","[[175, 13, 651, 471], [423, 124, 551, 559], [59, 137, 244, 543]]"
003502.jpg,"[800, 600, 3]","[16, 16, 16, 16, 16, 16, 17]","[[240, 195, 379, 462], [387, 198, 541, 256], [13, 218, 190, 517], [539, 230, 720, 539], [346, 296, 555, 600], [134, 283, 355, 598], [102, 238, 645, 576]]"
003503.jpg,"[898, 600, 3]","[12, 12, 11, 1, 1]","[[819, 343, 898, 426], [2, 336, 190, 438], [183, 137, 679, 489], [2, 359, 63, 577], [29, 329, 104, 505]]"
003504.jpg,"[800, 600, 3]",[3],"[[3, 66, 798, 597]]"
003505.jpg,"[800, 600, 3]","[13, 1]","[[286, 258, 499, 539], [302, 134, 490, 469]]"
003506.jpg,"[904, 600, 3]",[18],"[[114, 76, 472, 519]]"
003507.jpg,"[796, 600, 3]","[20, 20]","[[194, 283, 355, 407], [716, 158, 796, 387]]"
003508.jpg,"[600, 901, 3]",[5],"[[2, 283, 485, 901]]"
003509.jpg,"[600, 800, 3]",[18],"[[294, 45, 600, 798]]"
003510.jpg,"[800, 600, 3]","[16, 16, 16, 1]","[[656, 390, 741, 555], [590, 386, 646, 466], [402, 430, 595, 600], [371, 312, 496, 446]]"
003511.jpg,"[904, 600, 3]",[9],"[[94, 16, 848, 584]]"
003512.jpg,"[901, 600, 3]","[12, 1]","[[290, 177, 710, 378], [449, 209, 485, 256]]"
003513.jpg,"[800, 600, 3]","[14, 14]","[[269, 285, 483, 419], [526, 330, 600, 378]]"
003514.jpg,"[800, 600, 3]","[2, 2]","[[290, 40, 608, 600], [578, 2, 800, 600]]"
003515.jpg,"[800, 600, 3]","[12, 1, 1, 1, 1, 1]","[[106, 98, 790, 542], [542, 104, 590, 187], [755, 152, 800, 234], [126, 136, 190, 208], [160, 147, 178, 170], [3, 133, 75, 245]]"
003516.jpg,"[901, 600, 3]","[17, 16, 16, 16, 16, 16, 16, 16, 16]","[[110, 277, 791, 524], [243, 222, 357, 277], [364, 225, 481, 274], [505, 225, 623, 272], [661, 238, 861, 517], [4, 238, 200, 512], [486, 277, 654, 568], [319, 279, 472, 555], [128, 276, 326, 562]]"
003517.jpg,"[800, 600, 3]","[11, 11, 11, 12, 1, 1]","[[648, 242, 800, 379], [582, 194, 682, 363], [2, 170, 75, 334], [51, 226, 190, 355], [515, 123, 656, 544], [187, 2, 554, 600]]"
003518.jpg,"[901, 600, 3]","[16, 1, 1]","[[2, 56, 254, 600], [119, 114, 659, 600], [2, 2, 191, 519]]"
003519.jpg,"[800, 600, 3]",[2],"[[182, 134, 506, 600]]"
003520.jpg,"[600, 896, 3]","[16, 16, 1]","[[11, 99, 281, 365], [457, 63, 600, 321], [168, 59, 430, 398]]"
003521.jpg,"[800, 600, 3]","[16, 16, 1, 1, 1]","[[230, 242, 562, 600], [571, 173, 702, 446], [528, 176, 800, 600], [235, 216, 525, 600], [2, 3, 179, 600]]"
003522.jpg,"[800, 600, 3]",[3],"[[398, 3, 800, 525]]"
003523.jpg,"[831, 600, 3]",[12],"[[283, 226, 578, 447]]"
003524.jpg,"[600, 654, 3]",[2],"[[44, 51, 546, 627]]"
003525.jpg,"[800, 600, 3]",[3],"[[256, 2, 717, 600]]"
003526.jpg,"[800, 600, 3]",[16],"[[602, 256, 670, 374]]"
003527.jpg,"[600, 800, 3]","[1, 1, 1, 12, 12]","[[142, 426, 214, 584], [64, 435, 147, 648], [66, 403, 142, 613], [344, 448, 600, 666], [262, 432, 318, 461]]"
003528.jpg,"[800, 600, 3]","[19, 1, 1, 1, 1, 1, 1, 1]","[[2, 35, 733, 578], [506, 197, 800, 600], [421, 38, 614, 546], [229, 232, 482, 598], [56, 221, 259, 598], [64, 78, 285, 392], [245, 70, 544, 554], [642, 3, 800, 514]]"
003529.jpg,"[901, 600, 3]","[17, 1]","[[2, 409, 668, 600], [169, 81, 602, 550]]"
003530.jpg,"[800, 600, 3]","[19, 1]","[[3, 306, 581, 600], [10, 187, 602, 600]]"
003531.jpg,"[600, 906, 3]","[6, 1]","[[144, 314, 427, 855], [105, 175, 425, 631]]"
003532.jpg,"[898, 600, 3]","[20, 19, 16]","[[388, 282, 501, 419], [57, 489, 805, 600], [2, 406, 212, 584]]"
003533.jpg,"[1478, 600, 3]",[5],"[[219, 372, 364, 491]]"
003534.jpg,"[901, 600, 3]","[9, 9, 9, 1, 1, 1]","[[494, 337, 901, 600], [276, 207, 750, 600], [2, 130, 238, 490], [530, 40, 901, 600], [290, 2, 701, 485], [2, 2, 205, 328]]"
003535.jpg,"[754, 600, 3]",[2],"[[22, 113, 663, 574]]"
003536.jpg,"[800, 600, 3]","[5, 1]","[[178, 160, 800, 600], [2, 157, 296, 600]]"
003537.jpg,"[1031, 600, 3]","[14, 14]","[[155, 95, 975, 495], [4, 318, 153, 478]]"
003538.jpg,"[800, 600, 3]","[13, 1]","[[93, 194, 627, 534], [306, 30, 544, 550]]"
003539.jpg,"[800, 600, 3]","[13, 13, 13, 1, 1, 1]","[[125, 238, 341, 558], [477, 230, 667, 546], [675, 197, 789, 370], [470, 120, 691, 506], [131, 102, 362, 523], [659, 125, 738, 322]]"
003540.jpg,"[800, 600, 3]",[3],"[[8, 5, 525, 317]]"
003541.jpg,"[600, 800, 3]","[1, 1, 16]","[[312, 29, 536, 800], [54, 115, 355, 800], [434, 560, 600, 800]]"
003542.jpg,"[800, 600, 3]","[9, 9, 9, 9, 1, 1, 1, 1, 1]","[[336, 362, 493, 458], [219, 360, 358, 459], [122, 379, 267, 469], [58, 392, 240, 518], [366, 293, 458, 432], [245, 288, 341, 446], [160, 298, 246, 392], [98, 312, 221, 474], [680, 286, 738, 365]]"
003543.jpg,"[802, 600, 3]","[10, 10, 10, 10, 1, 1, 1]","[[337, 96, 589, 303], [573, 229, 647, 295], [255, 88, 286, 130], [2, 136, 278, 600], [11, 88, 61, 215], [87, 90, 183, 424], [180, 101, 221, 189]]"
003544.jpg,"[800, 600, 3]","[15, 15, 19]","[[675, 245, 688, 283], [645, 242, 659, 285], [586, 294, 800, 600]]"
003545.jpg,"[901, 600, 3]",[12],"[[213, 2, 703, 405]]"
003546.jpg,"[800, 600, 3]",[3],"[[211, 131, 411, 365]]"
003547.jpg,"[901, 600, 3]",[14],"[[2, 90, 640, 512]]"
003548.jpg,"[800, 600, 3]",[1],"[[82, 58, 800, 600]]"
003549.jpg,"[799, 600, 3]","[9, 9]","[[9, 88, 414, 436], [343, 104, 755, 464]]"
003550.jpg,"[600, 901, 3]","[1, 1]","[[276, 29, 524, 901], [65, 40, 314, 901]]"
003551.jpg,"[800, 600, 3]","[12, 12, 12, 12]","[[51, 179, 691, 466], [2, 170, 347, 310], [477, 158, 573, 189], [542, 166, 669, 213]]"
003552.jpg,"[800, 600, 3]",[12],"[[101, 194, 800, 453]]"
003553.jpg,"[800, 600, 3]","[12, 12, 1, 1]","[[45, 200, 800, 539], [2, 318, 171, 413], [174, 299, 192, 330], [163, 309, 182, 336]]"
003554.jpg,"[901, 600, 3]",[8],"[[135, 227, 786, 450]]"
003555.jpg,"[800, 600, 3]","[18, 18, 18, 18, 18, 12]","[[648, 418, 683, 461], [600, 424, 635, 464], [539, 424, 574, 474], [461, 432, 504, 475], [378, 435, 414, 486], [701, 386, 800, 482]]"
003556.jpg,"[600, 840, 3]","[1, 15]","[[217, 8, 514, 761], [121, 635, 166, 790]]"
003557.jpg,"[904, 600, 3]","[6, 1]","[[316, 233, 513, 427], [361, 170, 455, 367]]"
003558.jpg,"[802, 600, 3]","[20, 1]","[[343, 2, 802, 411], [553, 444, 653, 528]]"
003559.jpg,"[800, 600, 3]",[12],"[[48, 325, 590, 525]]"
003560.jpg,"[800, 600, 3]",[3],"[[157, 90, 766, 566]]"
003561.jpg,"[600, 901, 3]",[17],"[[4, 225, 600, 901]]"
003562.jpg,"[800, 600, 3]","[6, 1]","[[440, 272, 635, 419], [104, 80, 386, 600]]"
003563.jpg,"[901, 600, 3]","[13, 13, 13]","[[414, 243, 485, 341], [277, 227, 319, 295], [234, 223, 277, 283]]"
003564.jpg,"[896, 600, 3]","[14, 14]","[[167, 91, 607, 544], [2, 267, 159, 428]]"
003565.jpg,"[800, 600, 3]",[2],"[[448, 349, 800, 507]]"
003566.jpg,"[600, 800, 3]","[15, 1]","[[357, 466, 389, 541], [181, 213, 363, 544]]"
003567.jpg,"[906, 600, 3]","[1, 1, 13, 1, 1, 13, 13, 13]","[[207, 85, 270, 305], [334, 87, 624, 500], [323, 198, 613, 529], [111, 141, 149, 239], [60, 147, 105, 243], [112, 179, 154, 245], [69, 181, 109, 250], [2, 187, 63, 256]]"
003568.jpg,"[638, 600, 3]","[14, 14]","[[1, 111, 503, 484], [499, 230, 638, 357]]"
003569.jpg,"[600, 765, 3]","[19, 12]","[[139, 164, 559, 435], [562, 245, 600, 311]]"
003570.jpg,"[800, 600, 3]",[12],"[[114, 211, 782, 576]]"
003571.jpg,"[901, 600, 3]",[10],"[[467, 371, 901, 600]]"
003572.jpg,"[600, 800, 3]","[18, 18, 18]","[[286, 356, 600, 754], [18, 466, 292, 770], [4, 72, 458, 546]]"
003573.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1]","[[96, 154, 285, 600], [256, 216, 438, 600], [517, 197, 674, 600], [714, 147, 800, 600], [667, 278, 720, 365]]"
003574.jpg,"[901, 600, 3]",[8],"[[18, 83, 872, 429]]"
003575.jpg,"[800, 600, 3]","[19, 1, 1, 1, 19]","[[538, 230, 800, 501], [32, 242, 426, 600], [312, 224, 512, 422], [568, 187, 779, 451], [35, 234, 550, 582]]"
003576.jpg,"[1132, 600, 3]","[11, 11, 13, 1, 1, 1, 1, 1]","[[5, 245, 226, 478], [453, 156, 1132, 523], [829, 310, 1132, 546], [922, 226, 1087, 496], [285, 254, 355, 437], [387, 254, 460, 435], [555, 251, 614, 324], [507, 263, 557, 326]]"
003577.jpg,"[800, 600, 3]","[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 17]","[[149, 379, 205, 542], [194, 368, 245, 533], [274, 352, 317, 486], [408, 304, 435, 365], [381, 298, 410, 397], [398, 184, 544, 352], [550, 171, 712, 416], [512, 168, 800, 600], [187, 208, 318, 386], [3, 203, 238, 458], [2, 330, 672, 600]]"
003578.jpg,"[600, 800, 3]","[13, 12, 12, 12, 12, 12, 12, 1, 12]","[[123, 192, 566, 646], [5, 296, 331, 472], [438, 248, 600, 523], [314, 259, 498, 414], [166, 259, 347, 325], [2, 267, 141, 320], [2, 267, 62, 306], [29, 262, 58, 307], [448, 234, 533, 262]]"
003579.jpg,"[600, 906, 3]","[6, 1]","[[175, 213, 377, 855], [111, 185, 421, 625]]"
003580.jpg,"[600, 754, 3]",[1],"[[2, 9, 531, 754]]"
003581.jpg,"[800, 600, 3]","[1, 1, 1]","[[3, 38, 424, 600], [488, 48, 797, 600], [438, 2, 514, 110]]"
003582.jpg,"[1389, 600, 3]",[16],"[[897, 319, 1103, 567]]"
003583.jpg,"[906, 600, 3]","[6, 6, 1, 1]","[[111, 198, 732, 600], [2, 338, 213, 600], [336, 8, 542, 600], [866, 342, 906, 551]]"
003584.jpg,"[814, 600, 3]","[6, 1]","[[168, 140, 554, 478], [277, 33, 453, 320]]"
003585.jpg,"[600, 901, 3]","[1, 13]","[[249, 330, 467, 741], [160, 440, 524, 766]]"
003586.jpg,"[906, 600, 3]",[3],"[[6, 3, 699, 532]]"
003587.jpg,"[831, 600, 3]","[14, 12]","[[120, 66, 824, 444], [2, 284, 96, 317]]"
003588.jpg,"[901, 600, 3]","[16, 16]","[[360, 114, 584, 575], [119, 148, 333, 595]]"
003589.jpg,"[838, 600, 3]","[9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[256, 303, 617, 545], [332, 114, 543, 506], [40, 121, 114, 288], [10, 87, 149, 287], [107, 163, 198, 283], [132, 85, 209, 206], [181, 132, 233, 266], [215, 85, 298, 245], [203, 231, 265, 280], [287, 176, 362, 275], [431, 101, 494, 179], [536, 161, 650, 272], [647, 82, 731, 268], [734, 126, 815, 261], [731, 67, 828, 260]]"
003590.jpg,"[800, 600, 3]","[15, 16, 16, 1, 1, 1, 1, 20]","[[310, 309, 339, 418], [179, 216, 302, 381], [518, 213, 688, 442], [67, 11, 170, 371], [13, 363, 366, 597], [336, 358, 733, 589], [658, 229, 800, 544], [381, 210, 518, 317]]"
003591.jpg,"[1657, 600, 3]","[18, 3]","[[1127, 113, 1392, 517], [182, 467, 282, 590]]"
003592.jpg,"[600, 900, 3]","[5, 5, 5, 5, 1, 1]","[[178, 557, 489, 737], [248, 497, 469, 596], [437, 570, 555, 763], [442, 518, 534, 592], [542, 311, 572, 388], [34, 208, 210, 825]]"
003593.jpg,"[901, 600, 3]","[7, 7]","[[569, 243, 834, 477], [112, 214, 566, 546]]"
003594.jpg,"[622, 600, 3]",[2],"[[185, 163, 444, 558]]"
003595.jpg,"[800, 600, 3]","[7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1]","[[709, 326, 800, 541], [608, 341, 720, 546], [506, 307, 622, 549], [382, 336, 555, 542], [198, 344, 395, 546], [219, 355, 355, 571], [6, 126, 149, 520], [98, 165, 256, 403], [307, 114, 483, 334], [410, 102, 576, 323], [533, 112, 677, 315], [646, 98, 715, 322]]"
003596.jpg,"[800, 600, 3]","[12, 12, 12]","[[125, 171, 686, 486], [373, 115, 458, 154], [494, 126, 554, 154]]"
003597.jpg,"[600, 713, 3]",[14],"[[13, 192, 559, 569]]"
003598.jpg,"[800, 600, 3]","[2, 2, 2, 2, 2, 2, 2]","[[131, 18, 448, 226], [88, 240, 229, 578], [16, 426, 118, 589], [131, 182, 464, 426], [256, 427, 523, 592], [158, 54, 778, 582], [502, 72, 686, 234]]"
003599.jpg,"[904, 600, 3]",[9],"[[228, 61, 680, 591]]"
003600.jpg,"[769, 600, 3]","[16, 16, 1]","[[2, 308, 138, 600], [375, 151, 692, 538], [303, 49, 557, 565]]"
003601.jpg,"[850, 600, 3]","[1, 1, 1, 1, 14]","[[48, 275, 73, 340], [87, 280, 109, 337], [114, 277, 133, 337], [139, 282, 158, 345], [73, 163, 831, 529]]"
003602.jpg,"[901, 600, 3]","[1, 1, 1]","[[5, 97, 306, 600], [153, 85, 544, 600], [481, 61, 901, 600]]"
003603.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 17]","[[256, 421, 509, 600], [531, 392, 702, 600], [664, 347, 766, 578], [635, 227, 800, 555], [410, 163, 613, 430], [290, 213, 411, 357], [170, 216, 224, 298], [2, 149, 274, 600], [152, 357, 667, 600]]"
003604.jpg,"[800, 600, 3]","[5, 20]","[[99, 165, 800, 600], [232, 2, 688, 227]]"
003605.jpg,"[777, 600, 3]",[14],"[[23, 124, 777, 595]]"
003606.jpg,"[800, 600, 3]","[12, 12]","[[45, 51, 787, 600], [442, 122, 800, 450]]"
003607.jpg,"[600, 800, 3]",[12],"[[2, 19, 600, 800]]"
003608.jpg,"[800, 600, 3]",[12],"[[138, 102, 709, 456]]"
003609.jpg,"[800, 600, 3]","[19, 16, 16]","[[124, 229, 616, 438], [600, 231, 800, 473], [13, 300, 413, 600]]"
003610.jpg,"[600, 800, 3]",[1],"[[2, 82, 600, 800]]"
003611.jpg,"[800, 600, 3]","[1, 6]","[[347, 434, 379, 491], [344, 450, 376, 522]]"
003612.jpg,"[901, 600, 3]","[1, 1]","[[146, 153, 416, 600], [389, 186, 614, 600]]"
003613.jpg,"[838, 600, 3]","[14, 1]","[[25, 7, 815, 600], [2, 293, 203, 600]]"
003614.jpg,"[800, 600, 3]",[2],"[[131, 181, 435, 400]]"
003615.jpg,"[800, 600, 3]",[3],"[[75, 118, 635, 488]]"
003616.jpg,"[800, 600, 3]",[1],"[[312, 107, 397, 363]]"
003617.jpg,"[800, 600, 3]","[16, 16, 17, 1, 1, 1, 1, 1]","[[34, 275, 222, 600], [314, 470, 614, 600], [181, 283, 554, 595], [3, 197, 51, 600], [432, 125, 778, 600], [98, 128, 387, 595], [173, 40, 222, 83], [178, 139, 218, 171]]"
003618.jpg,"[904, 600, 3]","[1, 1, 1, 6, 6, 6, 6]","[[396, 190, 490, 408], [407, 215, 443, 298], [105, 253, 163, 349], [282, 289, 705, 479], [383, 240, 551, 316], [103, 278, 166, 403], [2, 302, 22, 381]]"
003619.jpg,"[756, 600, 3]","[2, 2, 1, 1, 1, 1]","[[193, 364, 337, 470], [364, 119, 485, 215], [264, 174, 496, 526], [302, 66, 499, 320], [465, 65, 570, 340], [269, 68, 310, 248]]"
003620.jpg,"[901, 600, 3]",[3],"[[133, 2, 813, 463]]"
003621.jpg,"[875, 600, 3]","[9, 1, 11, 11]","[[348, 268, 574, 474], [436, 126, 584, 392], [771, 108, 861, 210], [516, 108, 668, 191]]"
003622.jpg,"[800, 600, 3]","[18, 18, 18]","[[109, 357, 291, 555], [410, 426, 539, 584], [606, 430, 792, 597]]"
003623.jpg,"[800, 600, 3]",[2],"[[171, 35, 685, 499]]"
003624.jpg,"[800, 600, 3]",[18],"[[414, 290, 499, 341]]"
003625.jpg,"[904, 600, 3]","[6, 1]","[[230, 159, 683, 497], [425, 74, 535, 354]]"
003626.jpg,"[600, 901, 3]","[18, 18, 18]","[[25, 268, 420, 564], [4, 92, 395, 346], [166, 532, 454, 859]]"
003627.jpg,"[901, 600, 3]",[5],"[[243, 2, 658, 600]]"
